#! FIELDS time crd26 crd29 crd49 crd50 crd57 crd60 crd65 crd90 crd97
 0.000000 52.524133 61.325938 45.338370 67.228044 58.316204 52.278603 53.247245 65.790453 54.638967
 1.000000 56.519485 64.105679 44.592613 64.225623 53.871095 51.421242 60.237226 66.268586 48.796894
 2.000000 50.176508 58.467375 45.828587 66.048050 56.023062 53.028253 58.866271 68.328125 50.110520
 3.000000 55.959418 58.400414 48.963964 66.892046 53.473730 48.424557 61.204906 69.516481 49.768867
 4.000000 52.568033 57.677165 46.295233 68.656660 50.765954 51.808746 58.505577 70.704335 51.221434
 5.000000 52.861703 55.422510 48.122158 66.412622 52.285852 47.489774 57.463811 66.581636 46.251591
 6.000000 52.422203 57.017386 46.823347 66.578148 50.719043 49.783835 54.548998 64.153534 53.713992
 7.000000 51.175876 60.947793 45.501067 63.478080 54.336214 50.373448 53.105853 64.882625 51.879108
 8.000000 52.675612 58.056555 46.023204 65.128723 54.262785 53.664934 53.890381 63.897858 51.038723
 9.000000 53.717178 57.656079 46.128082 65.602747 52.069823 54.585100 54.015373 63.343488 49.238124
 10.000000 62.307177 57.691871 47.048093 69.295461 55.447593 52.272780 55.528167 63.265659 41.687184
 11.000000 60.107713 56.329030 51.442001 68.647675 54.302804 52.891649 59.015047 66.574144 43.036735
 12.000000 58.265682 57.068190 49.950705 66.181409 57.735640 53.647946 61.936273 62.986420 47.960781
 13.000000 57.538717 59.340701 49.975380 65.029038 53.878396 51.154297 62.629908 65.822516 53.767730
 14.000000 57.056614 61.267920 48.217218 60.571099 53.317095 48.444847 61.653372 67.596350 53.330893
 15.000000 60.123518 57.114671 45.398468 67.013306 54.210648 50.608578 60.957139 67.849090 47.484955
 16.000000 58.039364 58.356198 47.941484 63.912614 51.356789 46.270997 58.803150 69.661022 48.141646
 17.000000 60.182305 58.378896 47.806710 64.691701 54.817725 50.629191 55.857400 63.829923 51.869793
 18.000000 57.009129 61.616424 46.488553 67.059849 54.508281 49.150038 56.216845 65.547363 50.673526
 19.000000 59.403231 58.310136 46.895619 68.946968 51.148562 52.977754 57.130169 67.245699 53.715055
 20.000000 55.961514 64.402658 46.759922 67.640100 56.524628 53.637752 59.151124 66.866504 51.722523
 21.000000 57.755696 59.955592 46.749199 66.518599 56.355015 48.361992 57.666224 65.093510 50.185224
 22.000000 62.514471 59.606386 46.132181 66.256207 51.768586 50.735078 56.862255 67.003429 50.935961
 23.000000 54.065398 57.286200 45.431916 62.576882 56.022855 53.538309 55.137090 64.544086 47.792135
 24.000000 62.264034 61.330943 46.496173 67.700273 52.284320 49.922706 57.662314 64.790032 53.533801
 25.000000 56.053346 59.368895 49.051033 65.297411 52.336304 49.460905 60.370692 59.848197 51.589951
 26.000000 54.840599 62.722389 49.532858 69.296801 53.855298 52.415923 52.925017 67.044314 49.713078
 27.000000 59.461131 62.789164 46.537941 66.546748 53.633060 51.490545 57.850615 65.459575 55.974043
 28.000000 59.005017 59.135230 43.956285 63.842966 58.065921 51.606663 55.846439 62.850027 50.978521
