,H3-H4-1 angle,DNA H3-H4-1 angle,DNA H3-H4-1 torsion
384000.0,140.7845355101425,118.56378456177718,-23.827439405003485
385000.0,142.69217916475583,120.83182801413298,-14.900005356523883
386000.0,142.8147687936439,117.74472197096352,-29.44314952410029
387000.0,139.75410657424607,121.68829133983927,-17.51418880777998
388000.0,140.44367824737438,117.8096168078425,-32.95484821221675
389000.0,141.65591930438939,117.36492414337557,-9.875209148308212
390000.0,142.26719796315095,116.96356521782756,-18.64517175964362
391000.0,142.8415751381452,114.83965328885947,-21.828273570854368
392000.0,140.7256560813878,125.45557654059958,-25.876042352134355
393000.0,144.05747224426105,125.35859706207755,-2.872594342582751
394000.0,140.70677420622127,125.96362073497508,-11.27710046923994
395000.0,142.198406871429,127.48505584711474,-12.931440777434332
396000.0,139.2372088545999,128.3483850602971,-25.915630707279767
397000.0,144.14352423876122,129.4219546390859,-18.71537534655636
398000.0,136.95067267591082,125.24045325222603,-26.708578833533377
399000.0,140.73579231516234,124.92014563429335,-25.020323322656086
400000.0,139.75089429932035,119.85845577111961,-23.796968900078813
401000.0,142.97801117347657,119.38867679808698,-10.22776826042391
402000.0,143.1180322247822,119.3531686604411,-26.492456399524798
403000.0,138.85058208977858,119.2604661455318,-6.877386582704971
404000.0,140.4259796603912,118.41180875013006,-1.0487809011866442
405000.0,141.0620799611444,120.1173810397634,-23.498468773015244
406000.0,140.4558892572242,117.16791397576938,-20.200095911294017
407000.0,142.36758696990015,119.59022038425466,-23.299227030858564
408000.0,140.7599193316427,121.65123587003252,-14.597056975288877
409000.0,139.44202170209297,117.88656247209732,-24.20898095683936
410000.0,143.49872138481578,122.74236125381299,-0.3720954330004475
411000.0,141.8950712638648,117.59170092050343,-16.767891350531617
412000.0,141.99644066864352,119.33615118161845,-6.76409264906183
413000.0,142.96807922217445,124.4259705840983,-6.138614012128449
414000.0,143.6798180376972,118.53278894980961,-9.91791733738824
415000.0,140.37599400809717,119.35643572638705,-13.447923301402792
416000.0,142.16723758191654,121.31523708485402,-8.313788370128233
417000.0,140.17706959428685,120.78419279713408,-7.802199288937879
418000.0,141.05388109867482,121.96421577422512,-14.035910391152402
419000.0,141.6404276364698,118.83150400480736,-27.038819064573627
420000.0,143.12667366073853,120.40577260528781,-1.9541789751199046
421000.0,143.03088536554694,119.34580425248025,-26.92794682817776
422000.0,140.9201560054028,117.83259406113636,-23.68720988858727
423000.0,140.25532924758778,119.43434290794463,-29.00775937126026
424000.0,143.0051761409068,117.25818775407747,-23.215267028155846
425000.0,141.23241354065217,121.11470999397892,-10.10393015755563
426000.0,139.99810141166077,122.4739580736777,-4.958043013536641
427000.0,140.175199176602,120.7144874678106,2.933521067682941
428000.0,143.1283892286195,121.92505513302554,-18.594084927663808
429000.0,141.8369885724485,119.52291447518928,-3.648003531004477
430000.0,141.0391220738377,120.67061778731642,-7.377697093289148
431000.0,142.44333637108107,121.40172271542478,-12.651519283000937
432000.0,138.98635016202536,119.59907264303092,-21.684348802932305
433000.0,142.6045275996883,122.17488025787644,-3.4253700998192285
434000.0,140.96617289428713,119.86702364663296,-6.414631776952589
435000.0,142.36781417723859,124.87190046590432,-12.125926484316688
436000.0,141.44970145439052,122.60813388091442,-29.831142768504872
437000.0,142.68749773536112,123.33222040271399,-26.74305947890456
438000.0,142.79784267461716,120.8312506559936,-14.317147759883737
439000.0,141.83692235575188,124.59940002319276,-13.456604988837013
440000.0,141.3835700360952,123.77065812923458,-18.441065647019805
441000.0,140.86625259440987,120.55486304375576,-25.645397743286882
442000.0,142.87509550320482,123.79872571335478,-24.370699392863667
443000.0,139.94724039265967,120.73345318148503,-21.814928322324118
444000.0,137.57222574660264,117.65850915726908,-20.392109089894443
445000.0,140.16764133613097,120.12040405695153,0.6816881028807968
446000.0,140.47238008775759,125.18349391107076,-26.89213458016776
447000.0,141.80821561056013,124.83944056976533,-18.407941773887476
448000.0,139.13443002193353,119.61085894516762,-23.05532605173243
449000.0,139.94812510149146,121.84406072912728,-15.315981194286572
450000.0,138.88443374503683,118.80009684067214,-14.30026390879038
451000.0,141.2522884897781,118.88206975407351,-27.375362109284865
452000.0,141.42479425733632,122.96405917053804,-35.17329765353684
453000.0,140.23602541963257,119.50111897046109,-37.93760614416599
454000.0,140.33899480836234,121.28640940768885,-18.68034330199609
455000.0,142.96071075061462,123.91740128616105,-7.482702059417969
456000.0,143.28528926767845,124.55364612930143,-2.1429762655834512
457000.0,140.67979623351127,119.99455733455885,-25.485391305246694
458000.0,138.9940831237183,119.95693589156929,-17.10142967644937
